"";"parametro";"id4cast"
"1";"V1";0,531210395766633
"2";"V1";0,538979581603298
"3";"V1";0,526041859457463
"4";"V1";0,535128100602947
"5";"V1";0,516329608964332
"6";"V1";0,534362913603806
"7";"V1";0,539487401429234
"8";"V1";0,54854852551513
"9";"V1";0,53152433945598
"10";"V1";0,523288183213165
"11";"V1";0,529723615101314
"12";"V1";0,533162734555722
"13";"V1";0,545052619346221
"14";"V1";0,515748329816924
"15";"V1";0,545169020489519
"16";"V1";0,549656538417979
"17";"V1";0,542036911678781
"18";"V1";0,518532478391335
"19";"V1";0,536449325811319
"20";"V1";0,538046576073423
"21";"V1";0,531532924429146
"22";"V1";0,531477538101843
"23";"V1";0,537344626745344
"24";"V1";0,528728412934997
"25";"V1";0,526072216681441
"26";"V1";0,528479208321038
"27";"V1";0,535059551500389
"28";"V1";0,526582468776337
"29";"V1";0,513147737559214
"30";"V1";0,535528721558713
"31";"V1";0,515090269158192
"32";"V1";0,531070431538376
"33";"V1";0,517041869869625
"34";"V1";0,519421722931243
"35";"V1";0,533166347463814
"36";"V1";0,547259097062359
"37";"V1";0,519504151994511
"38";"V1";0,537217503862787
"39";"V1";0,538606734676336
"40";"V1";0,52536905862692
"41";"V1";0,528399100040418
"42";"V1";0,52797181337574
"43";"V1";0,533500927094279
"44";"V1";0,540958459781068
"45";"V1";0,538991202634031
"46";"V1";0,551899793636182
"47";"V1";0,538938317804359
"48";"V1";0,526754870572937
"49";"V1";0,534892079815833
"50";"V1";0,526527317295446
"51";"V1";0,524975415097731
"52";"V1";0,534678095604703
"53";"V1";0,546175851013998
"54";"V1";0,509776180559435
"55";"V1";0,524232052955735
"56";"V1";0,519713910284608
"57";"V1";0,521661586503464
"58";"V1";0,533581857270282
"59";"V1";0,536858689831197
"60";"V1";0,523459287292969
"61";"V1";0,513647663035542
"62";"V1";0,521427557806988
"63";"V1";0,534772015050517
"64";"V1";0,537977787633366
"65";"V1";0,526121721164515
"66";"V1";0,525380968859616
"67";"V1";0,535058837243676
"68";"V1";0,540571430339059
"69";"V1";0,526341727668134
"70";"V1";0,536930484910545
"71";"V1";0,527446930500704
"72";"V1";0,516817551229937
"73";"V1";0,515755544589408
"74";"V1";0,540377842810787
"75";"V1";0,529878775288491
"76";"V1";0,525315630453149
"77";"V1";0,539672693913342
"78";"V1";0,507541409839624
"79";"V1";0,514424564790515
"80";"V1";0,539494013806254
"81";"V1";0,530534441978718
"82";"V1";0,543685639154043
"83";"V1";0,526331026235128
"84";"V1";0,542400841271235
"85";"V1";0,519321666674526
"86";"V1";0,52600471170839
"87";"V1";0,537368925132744
"88";"V1";0,518303790624803
"89";"V1";0,536113148382358
"90";"V1";0,511391671827278
"91";"V1";0,531353877099299
"92";"V1";0,524925653589313
"93";"V1";0,545961990824275
"94";"V1";0,522711616848145
"95";"V1";0,508430668854823
"96";"V1";0,52294523777946
"97";"V1";0,533368573043721
"98";"V1";0,528046891642869
"99";"V1";0,523985488954644
"100";"V1";0,530605489612383
"101";"V1";0,5393959740412
"102";"V1";0,517224871115005
"103";"V1";0,531031919147963
"104";"V1";0,539584990216425
"105";"V1";0,534035114968512
"106";"V1";0,540590743884029
"107";"V1";0,529452402956537
"108";"V1";0,544920452207762
"109";"V1";0,541785386631568
"110";"V1";0,522533702241211
"111";"V1";0,5353140277177
"112";"V1";0,522781624143541
"113";"V1";0,541517397283149
"114";"V1";0,530123703592157
"115";"V1";0,547025726395353
"116";"V1";0,511988409663691
"117";"V1";0,524147352549702
"118";"V1";0,524272276888997
"119";"V1";0,518100147900932
"120";"V1";0,520350952830429
"121";"V1";0,514124113439094
"122";"V1";0,531993308892726
"123";"V1";0,519092693054262
"124";"V1";0,546539695259662
"125";"V1";0,528222057126938
"126";"V1";0,516507220741405
"127";"V1";0,548052492401349
"128";"V1";0,51098256088294
"129";"V1";0,524094068996467
"130";"V1";0,533484686987909
"131";"V1";0,54668975887553
"132";"V1";0,529874493923006
"133";"V1";0,539779794412095
"134";"V1";0,538295539356656
"135";"V1";0,544836549612895
"136";"V1";0,537119311824916
"137";"V1";0,520570751039452
"138";"V1";0,533132807681269
"139";"V1";0,52433743648767
"140";"V1";0,555107546188551
"141";"V1";0,524823019932498
"142";"V1";0,52293871263231
"143";"V1";0,52348657558107
"144";"V1";0,521505849515003
"145";"V1";0,524660143169741
"146";"V1";0,528883746405459
"147";"V1";0,528435856096675
"148";"V1";0,519769190417136
"149";"V1";0,529671991341412
"150";"V1";0,540443950730634
"151";"V1";0,524090907586059
"152";"V1";0,536855351700254
"153";"V1";0,545832545948534
"154";"V1";0,530214362607402
"155";"V1";0,53226241064605
"156";"V1";0,526509819870326
"157";"V1";0,536960529919477
"158";"V1";0,524918509184255
"159";"V1";0,523526399261599
"160";"V1";0,528585293447436
"161";"V1";0,54748117624337
"162";"V1";0,525189872358268
"163";"V1";0,553838359626565
"164";"V1";0,533825372960515
"165";"V1";0,520632515974055
"166";"V1";0,524262260486564
"167";"V1";0,520048247181162
"168";"V1";0,532670663484992
"169";"V1";0,529527423005946
"170";"V1";0,516749220175409
"171";"V1";0,53480732382522
"172";"V1";0,533576437849815
"173";"V1";0,532291139027061
"174";"V1";0,526370515577206
"175";"V1";0,517694184567753
"176";"V1";0,536227621749973
"177";"V1";0,52376190708884
"178";"V1";0,53904165509244
"179";"V1";0,538913855117018
"180";"V1";0,515683574506379
"181";"V1";0,531330120363652
"182";"V1";0,511431703772622
"183";"V1";0,528730517500711
"184";"V1";0,529771663723925
"185";"V1";0,535754988744565
"186";"V1";0,534525248309454
"187";"V1";0,526051609092344
"188";"V1";0,524428643194299
"189";"V1";0,534633225527633
"190";"V1";0,540407322468406
"191";"V1";0,51682182812209
"192";"V1";0,524141813086701
"193";"V1";0,525250061891979
"194";"V1";0,530416495989161
"195";"V1";0,543476820184875
"196";"V1";0,514346264220211
"197";"V1";0,529922948632491
"198";"V1";0,532222743476047
"199";"V1";0,514841241431561
"200";"V1";0,537252584947537
"201";"V1";0,518550838586378
"202";"V1";0,536711966938609
"203";"V1";0,516103736495834
"204";"V1";0,530359361308763
"205";"V1";0,521257809591005
"206";"V1";0,543820965831508
"207";"V1";0,526942510035557
"208";"V1";0,535174859198633
"209";"V1";0,535607819973355
"210";"V1";0,520930770948742
"211";"V1";0,546258453112304
"212";"V1";0,536381605676418
"213";"V1";0,525994174250129
"214";"V1";0,514926288010196
"215";"V1";0,524769524675713
"216";"V1";0,525667846043646
