consulta,candidato,votos,tot_mpio,p_mpio,depto,cod_depto,municipio,cod_mun
Izquierda,Gustavo_Petro,333,2172,15.33149171,SANTANDER,68,CURITI,68229
Izquierda,Carlos_Caicedo,44,2172,2.025782689,SANTANDER,68,CURITI,68229
Derecha,Ivan_Duque,1879,3603,52.15098529,SANTANDER,68,EL CARMEN,68245
Derecha,Alejandro_Ordonez,793,3603,22.00943658,SANTANDER,68,EL CARMEN,68245
Derecha,Marta_L_Ramirez,501,3603,13.9050791,SANTANDER,68,EL CARMEN,68245
Derecha,Ivan_Duque,137,3603,3.8023869,SANTANDER,68,EL GUACAMAYO,68245
Derecha,Marta_L_Ramirez,70,3603,1.942825423,SANTANDER,68,EL GUACAMAYO,68245
Derecha,Alejandro_Ordonez,14,3603,0.388565085,SANTANDER,68,EL GUACAMAYO,68245
Izquierda,Gustavo_Petro,154,3603,4.274215931,SANTANDER,68,EL CARMEN,68245
Izquierda,Carlos_Caicedo,36,3603,0.999167361,SANTANDER,68,EL CARMEN,68245
Izquierda,Gustavo_Petro,17,3603,0.471829031,SANTANDER,68,EL GUACAMAYO,68245
Izquierda,Carlos_Caicedo,2,3603,0.055509298,SANTANDER,68,EL GUACAMAYO,68245
Derecha,Ivan_Duque,477,705,67.65957447,SANTANDER,68,EL PEÑON,68250
Derecha,Marta_L_Ramirez,106,705,15.03546099,SANTANDER,68,EL PEÑON,68250
Derecha,Alejandro_Ordonez,22,705,3.120567376,SANTANDER,68,EL PEÑON,68250
Izquierda,Gustavo_Petro,92,705,13.04964539,SANTANDER,68,EL PEÑON,68250
Izquierda,Carlos_Caicedo,8,705,1.134751773,SANTANDER,68,EL PEÑON,68250
Derecha,Ivan_Duque,1676,3064,54.6997389,SANTANDER,68,EL PLAYON,68255
Derecha,Marta_L_Ramirez,907,3064,29.60182768,SANTANDER,68,EL PLAYON,68255
Derecha,Alejandro_Ordonez,282,3064,9.203655352,SANTANDER,68,EL PLAYON,68255
Izquierda,Gustavo_Petro,178,3064,5.809399478,SANTANDER,68,EL PLAYON,68255
Izquierda,Carlos_Caicedo,21,3064,0.68537859,SANTANDER,68,EL PLAYON,68255
Derecha,Ivan_Duque,334,457,73.08533917,SANTANDER,68,ENCINO,68264
Derecha,Marta_L_Ramirez,52,457,11.3785558,SANTANDER,68,ENCINO,68264
Derecha,Alejandro_Ordonez,35,457,7.658643326,SANTANDER,68,ENCINO,68264
Izquierda,Gustavo_Petro,31,457,6.783369803,SANTANDER,68,ENCINO,68264
Izquierda,Carlos_Caicedo,5,457,1.094091904,SANTANDER,68,ENCINO,68264
Derecha,Ivan_Duque,594,879,67.57679181,SANTANDER,68,ENCISO,68266
Derecha,Marta_L_Ramirez,168,879,19.11262799,SANTANDER,68,ENCISO,68266
Derecha,Alejandro_Ordonez,46,879,5.233219568,SANTANDER,68,ENCISO,68266
Izquierda,Gustavo_Petro,56,879,6.370875995,SANTANDER,68,ENCISO,68266
Izquierda,Carlos_Caicedo,15,879,1.706484642,SANTANDER,68,ENCISO,68266
Derecha,Ivan_Duque,474,743,63.79542396,SANTANDER,68,FLORIAN,68271
Derecha,Marta_L_Ramirez,56,743,7.537012113,SANTANDER,68,FLORIAN,68271
Derecha,Alejandro_Ordonez,13,743,1.749663526,SANTANDER,68,FLORIAN,68271
Izquierda,Gustavo_Petro,190,743,25.57200538,SANTANDER,68,FLORIAN,68271
Izquierda,Carlos_Caicedo,10,743,1.34589502,SANTANDER,68,FLORIAN,68271
Derecha,Ivan_Duque,29926,75793,39.48385735,SANTANDER,68,FLORIDABLANCA,68276
Derecha,Marta_L_Ramirez,23237,75793,30.65850408,SANTANDER,68,FLORIDABLANCA,68276
Derecha,Alejandro_Ordonez,7388,75793,9.747602021,SANTANDER,68,FLORIDABLANCA,68276
Izquierda,Gustavo_Petro,12380,75793,16.33396224,SANTANDER,68,FLORIDABLANCA,68276
Izquierda,Carlos_Caicedo,2862,75793,3.776074308,SANTANDER,68,FLORIDABLANCA,68276
Derecha,Ivan_Duque,477,781,61.07554417,SANTANDER,68,GALAN,68296
Derecha,Marta_L_Ramirez,213,781,27.27272727,SANTANDER,68,GALAN,68296
Derecha,Alejandro_Ordonez,61,781,7.81049936,SANTANDER,68,GALAN,68296
Izquierda,Gustavo_Petro,26,781,3.329065301,SANTANDER,68,GALAN,68296
Izquierda,Carlos_Caicedo,4,781,0.512163892,SANTANDER,68,GALAN,68296
Derecha,Ivan_Duque,312,559,55.81395349,SANTANDER,68,GAMBITA,68298
Derecha,Marta_L_Ramirez,107,559,19.14132379,SANTANDER,68,GAMBITA,68298
Derecha,Alejandro_Ordonez,14,559,2.504472272,SANTANDER,68,GAMBITA,68298
Izquierda,Gustavo_Petro,114,559,20.39355993,SANTANDER,68,GAMBITA,68298
Izquierda,Carlos_Caicedo,12,559,2.146690519,SANTANDER,68,GAMBITA,68298
Derecha,Ivan_Duque,17279,35972,48.03458245,SANTANDER,68,GIRON,68307
Derecha,Marta_L_Ramirez,7223,35972,20.07950628,SANTANDER,68,GIRON,68307
Derecha,Alejandro_Ordonez,3581,35972,9.954964973,SANTANDER,68,GIRON,68307
Izquierda,Gustavo_Petro,6510,35972,18.0974091,SANTANDER,68,GIRON,68307
Izquierda,Carlos_Caicedo,1379,35972,3.833537196,SANTANDER,68,GIRON,68307
Derecha,Ivan_Duque,1160,1585,73.18611987,SANTANDER,68,GUACA,68318
Derecha,Marta_L_Ramirez,241,1585,15.20504732,SANTANDER,68,GUACA,68318
Derecha,Alejandro_Ordonez,94,1585,5.930599369,SANTANDER,68,GUACA,68318
Izquierda,Gustavo_Petro,69,1585,4.353312303,SANTANDER,68,GUACA,68318
Izquierda,Carlos_Caicedo,21,1585,1.324921136,SANTANDER,68,GUACA,68318
Derecha,Ivan_Duque,646,1234,52.35008104,SANTANDER,68,GUADALUPE,68320
Derecha,Marta_L_Ramirez,435,1234,35.25121556,SANTANDER,68,GUADALUPE,68320
Derecha,Alejandro_Ordonez,54,1234,4.376012966,SANTANDER,68,GUADALUPE,68320
Izquierda,Gustavo_Petro,90,1234,7.293354943,SANTANDER,68,GUADALUPE,68320
Izquierda,Carlos_Caicedo,9,1234,0.729335494,SANTANDER,68,GUADALUPE,68320
Derecha,Ivan_Duque,275,413,66.58595642,SANTANDER,68,GUAPOTA,68322
Derecha,Marta_L_Ramirez,93,413,22.51815981,SANTANDER,68,GUAPOTA,68322
Derecha,Alejandro_Ordonez,20,413,4.842615012,SANTANDER,68,GUAPOTA,68322
Izquierda,Gustavo_Petro,21,413,5.084745763,SANTANDER,68,GUAPOTA,68322
Izquierda,Carlos_Caicedo,4,413,0.968523002,SANTANDER,68,GUAPOTA,68322
Derecha,Ivan_Duque,363,792,45.83333333,SANTANDER,68,GUAVATA,68324
Derecha,Marta_L_Ramirez,125,792,15.78282828,SANTANDER,68,GUAVATA,68324
Derecha,Alejandro_Ordonez,13,792,1.641414141,SANTANDER,68,GUAVATA,68324
Izquierda,Gustavo_Petro,264,792,33.33333333,SANTANDER,68,GUAVATA,68324
Izquierda,Carlos_Caicedo,27,792,3.409090909,SANTANDER,68,GUAVATA,68324
Derecha,Ivan_Duque,248,660,37.57575758,SANTANDER,68,GsEPSA,68327
Derecha,Marta_L_Ramirez,62,660,9.393939394,SANTANDER,68,GsEPSA,68327
Derecha,Alejandro_Ordonez,44,660,6.666666667,SANTANDER,68,GsEPSA,68327
Izquierda,Gustavo_Petro,286,660,43.33333333,SANTANDER,68,GsEPSA,68327
Izquierda,Carlos_Caicedo,20,660,3.03030303,SANTANDER,68,GsEPSA,68327
Derecha,Ivan_Duque,104,218,47.70642202,SANTANDER,68,HATO,68344
Derecha,Marta_L_Ramirez,29,218,13.30275229,SANTANDER,68,HATO,68344
Derecha,Alejandro_Ordonez,25,218,11.46788991,SANTANDER,68,HATO,68344
Izquierda,Gustavo_Petro,55,218,25.2293578,SANTANDER,68,HATO,68344
Izquierda,Carlos_Caicedo,5,218,2.293577982,SANTANDER,68,HATO,68344
Derecha,Ivan_Duque,246,628,39.17197452,SANTANDER,68,JESUS MARIA,68368
Derecha,Marta_L_Ramirez,140,628,22.29299363,SANTANDER,68,JESUS MARIA,68368
Derecha,Alejandro_Ordonez,27,628,4.299363057,SANTANDER,68,JESUS MARIA,68368
Izquierda,Gustavo_Petro,206,628,32.80254777,SANTANDER,68,JESUS MARIA,68368
Izquierda,Carlos_Caicedo,9,628,1.433121019,SANTANDER,68,JESUS MARIA,68368
Derecha,Ivan_Duque,205,382,53.66492147,SANTANDER,68,JORDAN,68370
Derecha,Alejandro_Ordonez,130,382,34.03141361,SANTANDER,68,JORDAN,68370
Derecha,Marta_L_Ramirez,31,382,8.115183246,SANTANDER,68,JORDAN,68370
Izquierda,Gustavo_Petro,13,382,3.403141361,SANTANDER,68,JORDAN,68370
Izquierda,Carlos_Caicedo,3,382,0.785340314,SANTANDER,68,JORDAN,68370
Derecha,Ivan_Duque,1259,1630,77.2392638,SANTANDER,68,LA BELLEZA,68377
Derecha,Marta_L_Ramirez,178,1630,10.9202454,SANTANDER,68,LA BELLEZA,68377
Derecha,Alejandro_Ordonez,54,1630,3.312883436,SANTANDER,68,LA BELLEZA,68377
Izquierda,Gustavo_Petro,129,1630,7.914110429,SANTANDER,68,LA BELLEZA,68377
Izquierda,Carlos_Caicedo,10,1630,0.613496933,SANTANDER,68,LA BELLEZA,68377
Derecha,Ivan_Duque,1024,1775,57.69014085,SANTANDER,68,LANDAZURI,68385
Derecha,Marta_L_Ramirez,204,1775,11.49295775,SANTANDER,68,LANDAZURI,68385
Derecha,Alejandro_Ordonez,59,1775,3.323943662,SANTANDER,68,LANDAZURI,68385
Izquierda,Gustavo_Petro,454,1775,25.57746479,SANTANDER,68,LANDAZURI,68385
Izquierda,Carlos_Caicedo,34,1775,1.915492958,SANTANDER,68,LANDAZURI,68385
Derecha,Ivan_Duque,344,534,64.41947566,SANTANDER,68,LA PAZ,68397
Derecha,Marta_L_Ramirez,85,534,15.917603,SANTANDER,68,LA PAZ,68397
Derecha,Alejandro_Ordonez,33,534,6.179775281,SANTANDER,68,LA PAZ,68397
Izquierda,Gustavo_Petro,68,534,12.7340824,SANTANDER,68,LA PAZ,68397
Izquierda,Carlos_Caicedo,4,534,0.74906367,SANTANDER,68,LA PAZ,68397
Derecha,Ivan_Duque,6328,10085,62.74665345,SANTANDER,68,LEBRIJA,68406
Derecha,Marta_L_Ramirez,1412,10085,14.00099157,SANTANDER,68,LEBRIJA,68406
Derecha,Alejandro_Ordonez,1203,10085,11.92860684,SANTANDER,68,LEBRIJA,68406
Izquierda,Gustavo_Petro,888,10085,8.805156173,SANTANDER,68,LEBRIJA,68406
Izquierda,Carlos_Caicedo,254,10085,2.518591968,SANTANDER,68,LEBRIJA,68406
Derecha,Ivan_Duque,1322,1983,66.66666667,SANTANDER,68,LOS SANTOS,68418
Derecha,Marta_L_Ramirez,288,1983,14.52344932,SANTANDER,68,LOS SANTOS,68418
Derecha,Alejandro_Ordonez,155,1983,7.816439738,SANTANDER,68,LOS SANTOS,68418
Izquierda,Gustavo_Petro,167,1983,8.421583459,SANTANDER,68,LOS SANTOS,68418
Izquierda,Carlos_Caicedo,51,1983,2.571860817,SANTANDER,68,LOS SANTOS,68418
Derecha,Ivan_Duque,463,642,72.11838006,SANTANDER,68,MACARAVITA,68425
Derecha,Marta_L_Ramirez,109,642,16.97819315,SANTANDER,68,MACARAVITA,68425
Derecha,Alejandro_Ordonez,17,642,2.647975078,SANTANDER,68,MACARAVITA,68425
Izquierda,Gustavo_Petro,45,642,7.009345794,SANTANDER,68,MACARAVITA,68425
Izquierda,Carlos_Caicedo,8,642,1.246105919,SANTANDER,68,MACARAVITA,68425
Derecha,Ivan_Duque,2726,4941,55.17101801,SANTANDER,68,MALAGA,68432
Derecha,Marta_L_Ramirez,1060,4941,21.45314714,SANTANDER,68,MALAGA,68432
Derecha,Alejandro_Ordonez,279,4941,5.646630237,SANTANDER,68,MALAGA,68432
Izquierda,Gustavo_Petro,745,4941,15.07791945,SANTANDER,68,MALAGA,68432
Izquierda,Carlos_Caicedo,131,4941,2.651285165,SANTANDER,68,MALAGA,68432
Derecha,Ivan_Duque,1141,1676,68.07875895,SANTANDER,68,MATANZA,68444
Derecha,Marta_L_Ramirez,282,1676,16.82577566,SANTANDER,68,MATANZA,68444
Derecha,Alejandro_Ordonez,96,1676,5.727923628,SANTANDER,68,MATANZA,68444
Izquierda,Gustavo_Petro,136,1676,8.114558473,SANTANDER,68,MATANZA,68444
Izquierda,Carlos_Caicedo,21,1676,1.252983294,SANTANDER,68,MATANZA,68444
Derecha,Ivan_Duque,1049,1735,60.4610951,SANTANDER,68,MOGOTES,68464
Derecha,Marta_L_Ramirez,411,1735,23.68876081,SANTANDER,68,MOGOTES,68464
Derecha,Alejandro_Ordonez,91,1735,5.244956772,SANTANDER,68,MOGOTES,68464
Izquierda,Gustavo_Petro,165,1735,9.510086455,SANTANDER,68,MOGOTES,68464
Izquierda,Carlos_Caicedo,19,1735,1.095100865,SANTANDER,68,MOGOTES,68464
Derecha,Ivan_Duque,880,1197,73.51712615,SANTANDER,68,MOLAGAVITA,68468
Derecha,Marta_L_Ramirez,221,1197,18.46282373,SANTANDER,68,MOLAGAVITA,68468
Derecha,Alejandro_Ordonez,51,1197,4.260651629,SANTANDER,68,MOLAGAVITA,68468
Izquierda,Gustavo_Petro,31,1197,2.589807853,SANTANDER,68,MOLAGAVITA,68468
Izquierda,Carlos_Caicedo,14,1197,1.169590643,SANTANDER,68,MOLAGAVITA,68468
Derecha,Ivan_Duque,660,1164,56.70103093,SANTANDER,68,OCAMONTE,68498
Derecha,Marta_L_Ramirez,347,1164,29.81099656,SANTANDER,68,OCAMONTE,68498
Derecha,Alejandro_Ordonez,47,1164,4.037800687,SANTANDER,68,OCAMONTE,68498
Izquierda,Gustavo_Petro,92,1164,7.903780069,SANTANDER,68,OCAMONTE,68498
Izquierda,Carlos_Caicedo,18,1164,1.546391753,SANTANDER,68,OCAMONTE,68498
Derecha,Ivan_Duque,1596,2521,63.30821103,SANTANDER,68,OIBA,68500
Derecha,Marta_L_Ramirez,494,2521,19.59539865,SANTANDER,68,OIBA,68500
Derecha,Alejandro_Ordonez,105,2521,4.165013883,SANTANDER,68,OIBA,68500
Izquierda,Gustavo_Petro,279,2521,11.06703689,SANTANDER,68,OIBA,68500
Izquierda,Carlos_Caicedo,47,2521,1.864339548,SANTANDER,68,OIBA,68500
Derecha,Ivan_Duque,239,527,45.35104364,SANTANDER,68,ONZAGA,68502
Derecha,Marta_L_Ramirez,148,527,28.08349146,SANTANDER,68,ONZAGA,68502
Derecha,Alejandro_Ordonez,83,527,15.74952562,SANTANDER,68,ONZAGA,68502
Izquierda,Gustavo_Petro,48,527,9.108159393,SANTANDER,68,ONZAGA,68502
Izquierda,Carlos_Caicedo,9,527,1.707779886,SANTANDER,68,ONZAGA,68502
Derecha,Ivan_Duque,181,308,58.76623377,SANTANDER,68,PALMAR,68522
Derecha,Marta_L_Ramirez,65,308,21.1038961,SANTANDER,68,PALMAR,68522
Derecha,Alejandro_Ordonez,15,308,4.87012987,SANTANDER,68,PALMAR,68522
Izquierda,Gustavo_Petro,42,308,13.63636364,SANTANDER,68,PALMAR,68522
Izquierda,Carlos_Caicedo,5,308,1.623376623,SANTANDER,68,PALMAR,68522
Derecha,Ivan_Duque,405,696,58.18965517,SANTANDER,68,PALMAS DEL SOCORRO,68524
Derecha,Marta_L_Ramirez,193,696,27.72988506,SANTANDER,68,PALMAS DEL SOCORRO,68524
Derecha,Alejandro_Ordonez,38,696,5.459770115,SANTANDER,68,PALMAS DEL SOCORRO,68524
Izquierda,Gustavo_Petro,45,696,6.465517241,SANTANDER,68,PALMAS DEL SOCORRO,68524
Izquierda,Carlos_Caicedo,15,696,2.155172414,SANTANDER,68,PALMAS DEL SOCORRO,68524
Derecha,Ivan_Duque,706,1104,63.94927536,SANTANDER,68,PARAMO,68533
Derecha,Marta_L_Ramirez,238,1104,21.55797101,SANTANDER,68,PARAMO,68533
Derecha,Alejandro_Ordonez,72,1104,6.52173913,SANTANDER,68,PARAMO,68533
Izquierda,Gustavo_Petro,67,1104,6.06884058,SANTANDER,68,PARAMO,68533
Izquierda,Carlos_Caicedo,21,1104,1.902173913,SANTANDER,68,PARAMO,68533
Derecha,Ivan_Duque,16874,37179,45.38583609,SANTANDER,68,PIEDECUESTA,68547
Derecha,Marta_L_Ramirez,7470,37179,20.09198741,SANTANDER,68,PIEDECUESTA,68547
Derecha,Alejandro_Ordonez,4157,37179,11.18104306,SANTANDER,68,PIEDECUESTA,68547
Izquierda,Gustavo_Petro,7274,37179,19.56480809,SANTANDER,68,PIEDECUESTA,68547
Izquierda,Carlos_Caicedo,1404,37179,3.776325345,SANTANDER,68,PIEDECUESTA,68547
Derecha,Ivan_Duque,459,950,48.31578947,SANTANDER,68,PINCHOTE,68549
Derecha,Marta_L_Ramirez,264,950,27.78947368,SANTANDER,68,PINCHOTE,68549
Derecha,Alejandro_Ordonez,55,950,5.789473684,SANTANDER,68,PINCHOTE,68549
Izquierda,Gustavo_Petro,147,950,15.47368421,SANTANDER,68,PINCHOTE,68549
Izquierda,Carlos_Caicedo,25,950,2.631578947,SANTANDER,68,PINCHOTE,68549
Derecha,Ivan_Duque,1163,2756,42.1988389,SANTANDER,68,PUENTE NACIONAL,68572
Derecha,Marta_L_Ramirez,631,2756,22.89550073,SANTANDER,68,PUENTE NACIONAL,68572
Derecha,Alejandro_Ordonez,127,2756,4.608127721,SANTANDER,68,PUENTE NACIONAL,68572
Izquierda,Gustavo_Petro,739,2756,26.81422351,SANTANDER,68,PUENTE NACIONAL,68572
Izquierda,Carlos_Caicedo,96,2756,3.483309144,SANTANDER,68,PUENTE NACIONAL,68572
Derecha,Ivan_Duque,693,886,78.21670429,SANTANDER,68,PUERTO PARRA,68573
Derecha,Marta_L_Ramirez,62,886,6.997742664,SANTANDER,68,PUERTO PARRA,68573
Derecha,Alejandro_Ordonez,41,886,4.627539503,SANTANDER,68,PUERTO PARRA,68573
Izquierda,Gustavo_Petro,66,886,7.449209932,SANTANDER,68,PUERTO PARRA,68573
Izquierda,Carlos_Caicedo,24,886,2.708803612,SANTANDER,68,PUERTO PARRA,68573
Derecha,Ivan_Duque,1703,4606,36.97351281,SANTANDER,68,PUERTO WILCHES,68575
Derecha,Marta_L_Ramirez,952,4606,20.66869301,SANTANDER,68,PUERTO WILCHES,68575
Derecha,Alejandro_Ordonez,311,4606,6.752062527,SANTANDER,68,PUERTO WILCHES,68575
Izquierda,Gustavo_Petro,1512,4606,32.82674772,SANTANDER,68,PUERTO WILCHES,68575
Izquierda,Carlos_Caicedo,128,4606,2.778983934,SANTANDER,68,PUERTO WILCHES,68575
Derecha,Ivan_Duque,3236,5134,63.03077522,SANTANDER,68,RIONEGRO,68615
Derecha,Marta_L_Ramirez,926,5134,18.03661862,SANTANDER,68,RIONEGRO,68615
Derecha,Alejandro_Ordonez,403,5134,7.849629918,SANTANDER,68,RIONEGRO,68615
Izquierda,Gustavo_Petro,488,5134,9.505259057,SANTANDER,68,RIONEGRO,68615
Izquierda,Carlos_Caicedo,81,5134,1.57771718,SANTANDER,68,RIONEGRO,68615
Derecha,Ivan_Duque,2377,4395,54.08418658,SANTANDER,68,SABANA DE TORRES,68655
Derecha,Alejandro_Ordonez,605,4395,13.76564278,SANTANDER,68,SABANA DE TORRES,68655
Derecha,Marta_L_Ramirez,532,4395,12.10466439,SANTANDER,68,SABANA DE TORRES,68655
Izquierda,Gustavo_Petro,793,4395,18.04323094,SANTANDER,68,SABANA DE TORRES,68655
Izquierda,Carlos_Caicedo,88,4395,2.002275313,SANTANDER,68,SABANA DE TORRES,68655
Derecha,Ivan_Duque,991,1648,60.13349515,SANTANDER,68,SAN ANDRES,68669
Derecha,Marta_L_Ramirez,324,1648,19.66019417,SANTANDER,68,SAN ANDRES,68669
Derecha,Alejandro_Ordonez,86,1648,5.218446602,SANTANDER,68,SAN ANDRES,68669
Izquierda,Gustavo_Petro,224,1648,13.59223301,SANTANDER,68,SAN ANDRES,68669
Izquierda,Carlos_Caicedo,23,1648,1.395631068,SANTANDER,68,SAN ANDRES,68669
Derecha,Ivan_Duque,360,517,69.63249516,SANTANDER,68,SAN BENITO,68673
Derecha,Marta_L_Ramirez,65,517,12.57253385,SANTANDER,68,SAN BENITO,68673
Derecha,Alejandro_Ordonez,8,517,1.547388781,SANTANDER,68,SAN BENITO,68673
Izquierda,Gustavo_Petro,81,517,15.66731141,SANTANDER,68,SAN BENITO,68673
Izquierda,Carlos_Caicedo,3,517,0.580270793,SANTANDER,68,SAN BENITO,68673
Derecha,Ivan_Duque,5221,13279,39.31771971,SANTANDER,68,SAN GIL,68679
Derecha,Marta_L_Ramirez,4198,13279,31.61382634,SANTANDER,68,SAN GIL,68679
Derecha,Alejandro_Ordonez,855,13279,6.438737857,SANTANDER,68,SAN GIL,68679
Izquierda,Gustavo_Petro,2582,13279,19.44423526,SANTANDER,68,SAN GIL,68679
Izquierda,Carlos_Caicedo,423,13279,3.185480834,SANTANDER,68,SAN GIL,68679
Derecha,Ivan_Duque,402,654,61.46788991,SANTANDER,68,SAN JOAQUIN,68682
Derecha,Marta_L_Ramirez,182,654,27.82874618,SANTANDER,68,SAN JOAQUIN,68682
Derecha,Alejandro_Ordonez,14,654,2.140672783,SANTANDER,68,SAN JOAQUIN,68682
Izquierda,Gustavo_Petro,50,654,7.645259939,SANTANDER,68,SAN JOAQUIN,68682
Izquierda,Carlos_Caicedo,6,654,0.917431193,SANTANDER,68,SAN JOAQUIN,68682
Derecha,Ivan_Duque,988,1506,65.60424967,SANTANDER,68,SAN JOSE DE MIRANDA,68684
Derecha,Marta_L_Ramirez,381,1506,25.29880478,SANTANDER,68,SAN JOSE DE MIRANDA,68684
Derecha,Alejandro_Ordonez,48,1506,3.187250996,SANTANDER,68,SAN JOSE DE MIRANDA,68684
Izquierda,Gustavo_Petro,77,1506,5.112881806,SANTANDER,68,SAN JOSE DE MIRANDA,68684
Izquierda,Carlos_Caicedo,12,1506,0.796812749,SANTANDER,68,SAN JOSE DE MIRANDA,68684
Derecha,Ivan_Duque,444,605,73.38842975,SANTANDER,68,SAN MIGUEL,68686
Derecha,Marta_L_Ramirez,96,605,15.8677686,SANTANDER,68,SAN MIGUEL,68686
Derecha,Alejandro_Ordonez,14,605,2.314049587,SANTANDER,68,SAN MIGUEL,68686
Izquierda,Gustavo_Petro,46,605,7.603305785,SANTANDER,68,SAN MIGUEL,68686
Izquierda,Carlos_Caicedo,5,605,0.826446281,SANTANDER,68,SAN MIGUEL,68686
Derecha,Ivan_Duque,2616,5616,46.58119658,SANTANDER,68,SAN VICENTE DE CHUCURI,68689
Derecha,Alejandro_Ordonez,1040,5616,18.51851852,SANTANDER,68,SAN VICENTE DE CHUCURI,68689
Derecha,Marta_L_Ramirez,867,5616,15.43803419,SANTANDER,68,SAN VICENTE DE CHUCURI,68689
Izquierda,Gustavo_Petro,986,5616,17.55698006,SANTANDER,68,SAN VICENTE DE CHUCURI,68689
Izquierda,Carlos_Caicedo,107,5616,1.905270655,SANTANDER,68,SAN VICENTE DE CHUCURI,68689
Derecha,Ivan_Duque,380,586,64.84641638,SANTANDER,68,SANTA BARBARA,68705
Derecha,Marta_L_Ramirez,124,586,21.16040956,SANTANDER,68,SANTA BARBARA,68705
Derecha,Alejandro_Ordonez,47,586,8.020477816,SANTANDER,68,SANTA BARBARA,68705
Izquierda,Gustavo_Petro,29,586,4.948805461,SANTANDER,68,SANTA BARBARA,68705
Izquierda,Carlos_Caicedo,6,586,1.023890785,SANTANDER,68,SANTA BARBARA,68705
Derecha,Ivan_Duque,447,644,69.40993789,SANTANDER,68,SANTA HELENA DEL OPON,68720
Derecha,Marta_L_Ramirez,69,644,10.71428571,SANTANDER,68,SANTA HELENA DEL OPON,68720
Derecha,Alejandro_Ordonez,35,644,5.434782609,SANTANDER,68,SANTA HELENA DEL OPON,68720
Izquierda,Gustavo_Petro,76,644,11.80124224,SANTANDER,68,SANTA HELENA DEL OPON,68720
Izquierda,Carlos_Caicedo,17,644,2.639751553,SANTANDER,68,SANTA HELENA DEL OPON,68720
Derecha,Ivan_Duque,682,1240,55,SANTANDER,68,SIMACOTA,68745
Derecha,Marta_L_Ramirez,259,1240,20.88709677,SANTANDER,68,SIMACOTA,68745
Derecha,Alejandro_Ordonez,109,1240,8.790322581,SANTANDER,68,SIMACOTA,68745
Izquierda,Gustavo_Petro,167,1240,13.46774194,SANTANDER,68,SIMACOTA,68745
Izquierda,Carlos_Caicedo,23,1240,1.85483871,SANTANDER,68,SIMACOTA,68745
Derecha,Ivan_Duque,3680,7942,46.33593553,SANTANDER,68,SOCORRO,68755
Derecha,Marta_L_Ramirez,2180,7942,27.44900529,SANTANDER,68,SOCORRO,68755
Derecha,Alejandro_Ordonez,722,7942,9.090909091,SANTANDER,68,SOCORRO,68755
Izquierda,Gustavo_Petro,1073,7942,13.51045077,SANTANDER,68,SOCORRO,68755
Izquierda,Carlos_Caicedo,287,7942,3.61369932,SANTANDER,68,SOCORRO,68755
Derecha,Ivan_Duque,749,1347,55.60504826,SANTANDER,68,SUAITA,68770
Derecha,Marta_L_Ramirez,314,1347,23.31106162,SANTANDER,68,SUAITA,68770
Derecha,Alejandro_Ordonez,86,1347,6.384558278,SANTANDER,68,SUAITA,68770
Izquierda,Gustavo_Petro,148,1347,10.98737936,SANTANDER,68,SUAITA,68770
Izquierda,Carlos_Caicedo,50,1347,3.711952487,SANTANDER,68,SUAITA,68770
Derecha,Ivan_Duque,759,1117,67.94986571,SANTANDER,68,SUCRE,68773
Derecha,Marta_L_Ramirez,198,1117,17.72605192,SANTANDER,68,SUCRE,68773
Derecha,Alejandro_Ordonez,28,1117,2.506714414,SANTANDER,68,SUCRE,68773
Izquierda,Gustavo_Petro,122,1117,10.9221128,SANTANDER,68,SUCRE,68773
Izquierda,Carlos_Caicedo,10,1117,0.895255148,SANTANDER,68,SUCRE,68773
Derecha,Ivan_Duque,739,942,78.45010616,SANTANDER,68,SURATA,68780
Derecha,Marta_L_Ramirez,100,942,10.61571125,SANTANDER,68,SURATA,68780
Derecha,Alejandro_Ordonez,33,942,3.503184713,SANTANDER,68,SURATA,68780
Izquierda,Gustavo_Petro,59,942,6.263269639,SANTANDER,68,SURATA,68780
Izquierda,Carlos_Caicedo,11,942,1.167728238,SANTANDER,68,SURATA,68780
Derecha,Ivan_Duque,834,1287,64.8018648,SANTANDER,68,TONA,68820
Derecha,Marta_L_Ramirez,227,1287,17.63791764,SANTANDER,68,TONA,68820
Derecha,Alejandro_Ordonez,97,1287,7.536907537,SANTANDER,68,TONA,68820
Izquierda,Gustavo_Petro,117,1287,9.090909091,SANTANDER,68,TONA,68820
Izquierda,Carlos_Caicedo,12,1287,0.932400932,SANTANDER,68,TONA,68820
Derecha,Ivan_Duque,519,1124,46.17437722,SANTANDER,68,VALLE DE SAN JOSE,68855
Derecha,Marta_L_Ramirez,258,1124,22.95373665,SANTANDER,68,VALLE DE SAN JOSE,68855
Derecha,Alejandro_Ordonez,67,1124,5.960854093,SANTANDER,68,VALLE DE SAN JOSE,68855
Izquierda,Gustavo_Petro,237,1124,21.08540925,SANTANDER,68,VALLE DE SAN JOSE,68855
Izquierda,Carlos_Caicedo,43,1124,3.825622776,SANTANDER,68,VALLE DE SAN JOSE,68855
Derecha,Ivan_Duque,1453,3251,44.69394033,SANTANDER,68,VELEZ,68861
Derecha,Marta_L_Ramirez,531,3251,16.33343587,SANTANDER,68,VELEZ,68861
Derecha,Alejandro_Ordonez,129,3251,3.968009843,SANTANDER,68,VELEZ,68861
