consulta,candidato,votos,tot_mpio,p_mpio,depto,cod_depto,municipio,cod_mun
Derecha,Marta_L_Ramirez,475,5240,9.064885496,CESAR,20,CHIMICHAGUA,20175
Derecha,Alejandro_Ordonez,85,5240,1.622137405,CESAR,20,CHIMICHAGUA,20175
Izquierda,Gustavo_Petro,2623,5240,50.05725191,CESAR,20,CHIMICHAGUA,20175
Izquierda,Carlos_Caicedo,230,5240,4.389312977,CESAR,20,CHIMICHAGUA,20175
Derecha,Ivan_Duque,3359,7996,42.00850425,CESAR,20,CHIRIGUANA,20178
Derecha,Marta_L_Ramirez,265,7996,3.314157079,CESAR,20,CHIRIGUANA,20178
Derecha,Alejandro_Ordonez,91,7996,1.138069035,CESAR,20,CHIRIGUANA,20178
Izquierda,Gustavo_Petro,4022,7996,50.30015008,CESAR,20,CHIRIGUANA,20178
Izquierda,Carlos_Caicedo,259,7996,3.23911956,CESAR,20,CHIRIGUANA,20178
Derecha,Ivan_Duque,2881,7094,40.61178461,CESAR,20,CURUMANI,20228
Derecha,Marta_L_Ramirez,353,7094,4.976036087,CESAR,20,CURUMANI,20228
Derecha,Alejandro_Ordonez,107,7094,1.508316888,CESAR,20,CURUMANI,20228
Izquierda,Gustavo_Petro,3526,7094,49.70397519,CESAR,20,CURUMANI,20228
Izquierda,Carlos_Caicedo,227,7094,3.199887229,CESAR,20,CURUMANI,20228
Derecha,Ivan_Duque,2584,7023,36.79339314,CESAR,20,EL COPEY,20238
Derecha,Marta_L_Ramirez,395,7023,5.624377047,CESAR,20,EL COPEY,20238
Derecha,Alejandro_Ordonez,65,7023,0.9255304,CESAR,20,EL COPEY,20238
Izquierda,Gustavo_Petro,3761,7023,53.55261284,CESAR,20,EL COPEY,20238
Izquierda,Carlos_Caicedo,218,7023,3.104086573,CESAR,20,EL COPEY,20238
Derecha,Ivan_Duque,1141,6579,17.34306126,CESAR,20,EL PASO,20250
Derecha,Marta_L_Ramirez,191,6579,2.903176775,CESAR,20,EL PASO,20250
Derecha,Alejandro_Ordonez,39,6579,0.592795258,CESAR,20,EL PASO,20250
Izquierda,Gustavo_Petro,4788,6579,72.77701778,CESAR,20,EL PASO,20250
Izquierda,Carlos_Caicedo,420,6579,6.383948928,CESAR,20,EL PASO,20250
Derecha,Ivan_Duque,1326,2379,55.73770492,CESAR,20,GAMARRA,20295
Derecha,Marta_L_Ramirez,302,2379,12.69440942,CESAR,20,GAMARRA,20295
Derecha,Alejandro_Ordonez,69,2379,2.90037831,CESAR,20,GAMARRA,20295
Izquierda,Gustavo_Petro,615,2379,25.85119798,CESAR,20,GAMARRA,20295
Izquierda,Carlos_Caicedo,67,2379,2.816309374,CESAR,20,GAMARRA,20295
Derecha,Ivan_Duque,499,705,70.78014184,CESAR,20,GONZALEZ,20310
Derecha,Marta_L_Ramirez,79,705,11.20567376,CESAR,20,GONZALEZ,20310
Derecha,Alejandro_Ordonez,25,705,3.546099291,CESAR,20,GONZALEZ,20310
Izquierda,Gustavo_Petro,95,705,13.4751773,CESAR,20,GONZALEZ,20310
Izquierda,Carlos_Caicedo,7,705,0.992907801,CESAR,20,GONZALEZ,20310
Derecha,Ivan_Duque,2176,3220,67.57763975,CESAR,20,LA GLORIA,20383
Derecha,Marta_L_Ramirez,219,3220,6.801242236,CESAR,20,LA GLORIA,20383
Derecha,Alejandro_Ordonez,46,3220,1.428571429,CESAR,20,LA GLORIA,20383
Izquierda,Gustavo_Petro,698,3220,21.67701863,CESAR,20,LA GLORIA,20383
Izquierda,Carlos_Caicedo,81,3220,2.51552795,CESAR,20,LA GLORIA,20383
Derecha,Ivan_Duque,1434,7357,19.49164061,CESAR,20,LA JAGUA DE IBIRICO,20400
Derecha,Marta_L_Ramirez,309,7357,4.200081555,CESAR,20,LA JAGUA DE IBIRICO,20400
Derecha,Alejandro_Ordonez,111,7357,1.508767161,CESAR,20,LA JAGUA DE IBIRICO,20400
Izquierda,Gustavo_Petro,5271,7357,71.64605138,CESAR,20,LA JAGUA DE IBIRICO,20400
Izquierda,Carlos_Caicedo,232,7357,3.15345929,CESAR,20,LA JAGUA DE IBIRICO,20400
Derecha,Ivan_Duque,1164,2426,47.98021434,CESAR,20,MANAURE,20443
Derecha,Marta_L_Ramirez,140,2426,5.770816158,CESAR,20,MANAURE,20443
Derecha,Alejandro_Ordonez,33,2426,1.360263809,CESAR,20,MANAURE,20443
Izquierda,Gustavo_Petro,1027,2426,42.33305853,CESAR,20,MANAURE,20443
Izquierda,Carlos_Caicedo,62,2426,2.555647156,CESAR,20,MANAURE,20443
Derecha,Ivan_Duque,1407,2904,48.45041322,CESAR,20,PAILITAS,20517
Derecha,Marta_L_Ramirez,217,2904,7.472451791,CESAR,20,PAILITAS,20517
Derecha,Alejandro_Ordonez,78,2904,2.685950413,CESAR,20,PAILITAS,20517
Izquierda,Gustavo_Petro,1083,2904,37.29338843,CESAR,20,PAILITAS,20517
Izquierda,Carlos_Caicedo,119,2904,4.097796143,CESAR,20,PAILITAS,20517
Derecha,Ivan_Duque,1860,3029,61.40640475,CESAR,20,PELAYA,20550
Derecha,Marta_L_Ramirez,210,3029,6.932981182,CESAR,20,PELAYA,20550
Derecha,Alejandro_Ordonez,69,3029,2.277979531,CESAR,20,PELAYA,20550
Izquierda,Gustavo_Petro,786,3029,25.94915814,CESAR,20,PELAYA,20550
Izquierda,Carlos_Caicedo,104,3029,3.433476395,CESAR,20,PELAYA,20550
Derecha,Ivan_Duque,1043,2709,38.50129199,CESAR,20,PUEBLO BELLO,20570
Derecha,Marta_L_Ramirez,110,2709,4.060538944,CESAR,20,PUEBLO BELLO,20570
Derecha,Alejandro_Ordonez,27,2709,0.996677741,CESAR,20,PUEBLO BELLO,20570
Izquierda,Gustavo_Petro,1458,2709,53.82059801,CESAR,20,PUEBLO BELLO,20570
Izquierda,Carlos_Caicedo,71,2709,2.620893319,CESAR,20,PUEBLO BELLO,20570
Derecha,Ivan_Duque,2809,4142,67.81747948,CESAR,20,RIO DE ORO,20614
Derecha,Marta_L_Ramirez,258,4142,6.22887494,CESAR,20,RIO DE ORO,20614
Derecha,Alejandro_Ordonez,163,4142,3.935296958,CESAR,20,RIO DE ORO,20614
Izquierda,Gustavo_Petro,809,4142,19.53162723,CESAR,20,RIO DE ORO,20614
Izquierda,Carlos_Caicedo,103,4142,2.486721391,CESAR,20,RIO DE ORO,20614
Derecha,Ivan_Duque,3366,5926,56.80053999,CESAR,20,LA PAZ,20621
Derecha,Marta_L_Ramirez,351,5926,5.923050962,CESAR,20,LA PAZ,20621
Derecha,Alejandro_Ordonez,142,5926,2.396220047,CESAR,20,LA PAZ,20621
Izquierda,Gustavo_Petro,1861,5926,31.40398245,CESAR,20,LA PAZ,20621
Izquierda,Carlos_Caicedo,206,5926,3.476206547,CESAR,20,LA PAZ,20621
Derecha,Ivan_Duque,2296,4935,46.5248227,CESAR,20,SAN ALBERTO,20710
Derecha,Marta_L_Ramirez,667,4935,13.51570415,CESAR,20,SAN ALBERTO,20710
Derecha,Alejandro_Ordonez,398,4935,8.064842958,CESAR,20,SAN ALBERTO,20710
Izquierda,Gustavo_Petro,1344,4935,27.23404255,CESAR,20,SAN ALBERTO,20710
Izquierda,Carlos_Caicedo,230,4935,4.660587639,CESAR,20,SAN ALBERTO,20710
Derecha,Ivan_Duque,2588,4533,57.09243327,CESAR,20,SAN DIEGO,20750
Derecha,Marta_L_Ramirez,264,4533,5.823957644,CESAR,20,SAN DIEGO,20750
Derecha,Alejandro_Ordonez,49,4533,1.080961835,CESAR,20,SAN DIEGO,20750
Izquierda,Gustavo_Petro,1525,4533,33.64217957,CESAR,20,SAN DIEGO,20750
Izquierda,Carlos_Caicedo,107,4533,2.360467681,CESAR,20,SAN DIEGO,20750
Derecha,Ivan_Duque,2429,4044,60.06429278,CESAR,20,SAN MARTIN,20770
Derecha,Marta_L_Ramirez,387,4044,9.569732938,CESAR,20,SAN MARTIN,20770
Derecha,Alejandro_Ordonez,163,4044,4.03066271,CESAR,20,SAN MARTIN,20770
Izquierda,Gustavo_Petro,887,4044,21.93372898,CESAR,20,SAN MARTIN,20770
Izquierda,Carlos_Caicedo,178,4044,4.401582591,CESAR,20,SAN MARTIN,20770
Derecha,Ivan_Duque,734,2548,28.80690738,CESAR,20,TAMALAMEQUE,20787
Derecha,Marta_L_Ramirez,166,2548,6.514913658,CESAR,20,TAMALAMEQUE,20787
Derecha,Alejandro_Ordonez,53,2548,2.080062794,CESAR,20,TAMALAMEQUE,20787
Izquierda,Gustavo_Petro,1410,2548,55.33751962,CESAR,20,TAMALAMEQUE,20787
Izquierda,Carlos_Caicedo,185,2548,7.260596546,CESAR,20,TAMALAMEQUE,20787
Derecha,Ivan_Duque,47020,95998,48.98018709,CORDOBA,23,MONTERIA,23001
Derecha,Marta_L_Ramirez,6540,95998,6.81264193,CORDOBA,23,MONTERIA,23001
Derecha,Alejandro_Ordonez,1598,95998,1.664618013,CORDOBA,23,MONTERIA,23001
Izquierda,Gustavo_Petro,38206,95998,39.79874581,CORDOBA,23,MONTERIA,23001
Izquierda,Carlos_Caicedo,2634,95998,2.743807163,CORDOBA,23,MONTERIA,23001
Derecha,Ivan_Duque,2825,6329,44.63580344,CORDOBA,23,AYAPEL,23068
Derecha,Marta_L_Ramirez,270,6329,4.266076789,CORDOBA,23,AYAPEL,23068
Derecha,Alejandro_Ordonez,32,6329,0.505609101,CORDOBA,23,AYAPEL,23068
Izquierda,Gustavo_Petro,2931,6329,46.31063359,CORDOBA,23,AYAPEL,23068
Izquierda,Carlos_Caicedo,271,6329,4.281877074,CORDOBA,23,AYAPEL,23068
Derecha,Ivan_Duque,1058,2322,45.56416882,CORDOBA,23,BUENAVISTA,23079
Derecha,Marta_L_Ramirez,179,2322,7.708871662,CORDOBA,23,BUENAVISTA,23079
Derecha,Alejandro_Ordonez,18,2322,0.775193798,CORDOBA,23,BUENAVISTA,23079
Izquierda,Gustavo_Petro,959,2322,41.30060293,CORDOBA,23,BUENAVISTA,23079
Izquierda,Carlos_Caicedo,108,2322,4.651162791,CORDOBA,23,BUENAVISTA,23079
Derecha,Ivan_Duque,905,3511,25.77613216,CORDOBA,23,CANALETE,23090
Derecha,Marta_L_Ramirez,151,3511,4.300769012,CORDOBA,23,CANALETE,23090
Derecha,Alejandro_Ordonez,24,3511,0.683565936,CORDOBA,23,CANALETE,23090
Izquierda,Gustavo_Petro,2296,3511,65.39447451,CORDOBA,23,CANALETE,23090
Izquierda,Carlos_Caicedo,135,3511,3.845058388,CORDOBA,23,CANALETE,23090
Derecha,Ivan_Duque,9143,22599,40.45754237,CORDOBA,23,CERETE,23162
Derecha,Marta_L_Ramirez,1307,22599,5.783441745,CORDOBA,23,CERETE,23162
Derecha,Alejandro_Ordonez,426,22599,1.885039161,CORDOBA,23,CERETE,23162
Izquierda,Gustavo_Petro,11230,22599,49.69246427,CORDOBA,23,CERETE,23162
Izquierda,Carlos_Caicedo,493,22599,2.181512456,CORDOBA,23,CERETE,23162
Derecha,Ivan_Duque,1370,3694,37.08716838,CORDOBA,23,CHIMA,23168
Derecha,Marta_L_Ramirez,135,3694,3.654574986,CORDOBA,23,CHIMA,23168
Derecha,Alejandro_Ordonez,29,3694,0.785056849,CORDOBA,23,CHIMA,23168
Izquierda,Gustavo_Petro,2053,3694,55.57661072,CORDOBA,23,CHIMA,23168
Izquierda,Carlos_Caicedo,107,3694,2.896589063,CORDOBA,23,CHIMA,23168
Derecha,Ivan_Duque,7037,12708,55.3745672,CORDOBA,23,CHINU,23182
Derecha,Marta_L_Ramirez,471,12708,3.706326723,CORDOBA,23,CHINU,23182
Derecha,Alejandro_Ordonez,94,12708,0.739691533,CORDOBA,23,CHINU,23182
Izquierda,Gustavo_Petro,4778,12708,37.59836324,CORDOBA,23,CHINU,23182
Izquierda,Carlos_Caicedo,328,12708,2.581051306,CORDOBA,23,CHINU,23182
Derecha,Ivan_Duque,3588,14358,24.98955286,CORDOBA,23,CIENAGA DE ORO,23189
Derecha,Marta_L_Ramirez,416,14358,2.897339462,CORDOBA,23,CIENAGA DE ORO,23189
Derecha,Alejandro_Ordonez,107,14358,0.745229141,CORDOBA,23,CIENAGA DE ORO,23189
Izquierda,Gustavo_Petro,9831,14358,68.47053907,CORDOBA,23,CIENAGA DE ORO,23189
Izquierda,Carlos_Caicedo,416,14358,2.897339462,CORDOBA,23,CIENAGA DE ORO,23189
Derecha,Ivan_Duque,1618,4132,39.15779284,CORDOBA,23,COTORRA,23300
Derecha,Marta_L_Ramirez,176,4132,4.259438529,CORDOBA,23,COTORRA,23300
Derecha,Alejandro_Ordonez,27,4132,0.653436592,CORDOBA,23,COTORRA,23300
Izquierda,Gustavo_Petro,2227,4132,53.8964182,CORDOBA,23,COTORRA,23300
Izquierda,Carlos_Caicedo,84,4132,2.032913843,CORDOBA,23,COTORRA,23300
Derecha,Ivan_Duque,646,2338,27.63045338,CORDOBA,23,LA APARTADA,23350
Derecha,Marta_L_Ramirez,179,2338,7.656116339,CORDOBA,23,LA APARTADA,23350
Derecha,Alejandro_Ordonez,42,2338,1.796407186,CORDOBA,23,LA APARTADA,23350
Izquierda,Gustavo_Petro,1366,2338,58.42600513,CORDOBA,23,LA APARTADA,23350
Izquierda,Carlos_Caicedo,105,2338,4.491017964,CORDOBA,23,LA APARTADA,23350
Derecha,Ivan_Duque,7011,23581,29.73156355,CORDOBA,23,LORICA,23417
Derecha,Marta_L_Ramirez,999,23581,4.236461558,CORDOBA,23,LORICA,23417
Derecha,Alejandro_Ordonez,196,23581,0.831177643,CORDOBA,23,LORICA,23417
Izquierda,Gustavo_Petro,14713,23581,62.39345236,CORDOBA,23,LORICA,23417
Izquierda,Carlos_Caicedo,662,23581,2.807344896,CORDOBA,23,LORICA,23417
Derecha,Ivan_Duque,1107,2376,46.59090909,CORDOBA,23,LOS CORDOBAS,23419
Derecha,Marta_L_Ramirez,112,2376,4.713804714,CORDOBA,23,LOS CORDOBAS,23419
Derecha,Alejandro_Ordonez,27,2376,1.136363636,CORDOBA,23,LOS CORDOBAS,23419
Izquierda,Gustavo_Petro,1043,2376,43.8973064,CORDOBA,23,LOS CORDOBAS,23419
Izquierda,Carlos_Caicedo,87,2376,3.661616162,CORDOBA,23,LOS CORDOBAS,23419
Derecha,Ivan_Duque,1592,4034,39.46455131,CORDOBA,23,MOMIL,23464
Derecha,Marta_L_Ramirez,160,4034,3.966286564,CORDOBA,23,MOMIL,23464
Derecha,Alejandro_Ordonez,66,4034,1.636093208,CORDOBA,23,MOMIL,23464
Izquierda,Gustavo_Petro,2135,4034,52.92513634,CORDOBA,23,MOMIL,23464
Izquierda,Carlos_Caicedo,81,4034,2.007932573,CORDOBA,23,MOMIL,23464
Derecha,Ivan_Duque,2698,13548,19.91437851,CORDOBA,23,MONTELIBANO,23466
Derecha,Marta_L_Ramirez,655,13548,4.834661943,CORDOBA,23,MONTELIBANO,23466
Derecha,Alejandro_Ordonez,179,13548,1.321228226,CORDOBA,23,MONTELIBANO,23466
Izquierda,Gustavo_Petro,9514,13548,70.22438736,CORDOBA,23,MONTELIBANO,23466
Izquierda,Carlos_Caicedo,502,13548,3.705343962,CORDOBA,23,MONTELIBANO,23466
Derecha,Ivan_Duque,1473,4194,35.12160229,CORDOBA,23,MOÑITOS,23500
Derecha,Marta_L_Ramirez,162,4194,3.862660944,CORDOBA,23,MOÑITOS,23500
Derecha,Alejandro_Ordonez,55,4194,1.311397234,CORDOBA,23,MOÑITOS,23500
Izquierda,Gustavo_Petro,2362,4194,56.31855031,CORDOBA,23,MOÑITOS,23500
Izquierda,Carlos_Caicedo,142,4194,3.385789223,CORDOBA,23,MOÑITOS,23500
Derecha,Ivan_Duque,4972,12040,41.29568106,CORDOBA,23,PLANETA RICA,23555
Derecha,Marta_L_Ramirez,889,12040,7.38372093,CORDOBA,23,PLANETA RICA,23555
Derecha,Alejandro_Ordonez,146,12040,1.212624585,CORDOBA,23,PLANETA RICA,23555
Izquierda,Gustavo_Petro,5717,12040,47.4833887,CORDOBA,23,PLANETA RICA,23555
Izquierda,Carlos_Caicedo,316,12040,2.624584718,CORDOBA,23,PLANETA RICA,23555
Derecha,Ivan_Duque,2247,5085,44.18879056,CORDOBA,23,PUEBLO NUEVO,23570
Derecha,Marta_L_Ramirez,219,5085,4.306784661,CORDOBA,23,PUEBLO NUEVO,23570
Derecha,Alejandro_Ordonez,57,5085,1.120943953,CORDOBA,23,PUEBLO NUEVO,23570
Izquierda,Gustavo_Petro,2420,5085,47.59095379,CORDOBA,23,PUEBLO NUEVO,23570
Izquierda,Carlos_Caicedo,142,5085,2.79252704,CORDOBA,23,PUEBLO NUEVO,23570
Derecha,Ivan_Duque,1947,3779,51.52156655,CORDOBA,23,PUERTO ESCONDIDO,23574
Derecha,Marta_L_Ramirez,181,3779,4.789626885,CORDOBA,23,PUERTO ESCONDIDO,23574
Derecha,Alejandro_Ordonez,46,3779,1.217253242,CORDOBA,23,PUERTO ESCONDIDO,23574
Izquierda,Gustavo_Petro,1462,3779,38.68748346,CORDOBA,23,PUERTO ESCONDIDO,23574
Izquierda,Carlos_Caicedo,143,3779,3.78406986,CORDOBA,23,PUERTO ESCONDIDO,23574
Derecha,Ivan_Duque,769,5008,15.35543131,CORDOBA,23,PUERTO LIBERTADOR,23580
Derecha,Marta_L_Ramirez,198,5008,3.953674121,CORDOBA,23,PUERTO LIBERTADOR,23580
Derecha,Alejandro_Ordonez,23,5008,0.459265176,CORDOBA,23,PUERTO LIBERTADOR,23580
Izquierda,Gustavo_Petro,3750,5008,74.88019169,CORDOBA,23,PUERTO LIBERTADOR,23580
Izquierda,Carlos_Caicedo,268,5008,5.3514377,CORDOBA,23,PUERTO LIBERTADOR,23580
Derecha,Ivan_Duque,1143,2973,38.44601413,CORDOBA,23,PURISIMA,23586
Derecha,Marta_L_Ramirez,237,2973,7.971745711,CORDOBA,23,PURISIMA,23586
Derecha,Alejandro_Ordonez,44,2973,1.479986546,CORDOBA,23,PURISIMA,23586
Izquierda,Gustavo_Petro,1463,2973,49.20955264,CORDOBA,23,PURISIMA,23586
Izquierda,Carlos_Caicedo,86,2973,2.892700975,CORDOBA,23,PURISIMA,23586
Derecha,Ivan_Duque,8739,21199,41.22364262,CORDOBA,23,SAHAGUN,23660
Derecha,Marta_L_Ramirez,869,21199,4.099249965,CORDOBA,23,SAHAGUN,23660
Derecha,Alejandro_Ordonez,255,21199,1.202886929,CORDOBA,23,SAHAGUN,23660
Izquierda,Gustavo_Petro,10844,21199,51.15335629,CORDOBA,23,SAHAGUN,23660
Izquierda,Carlos_Caicedo,492,21199,2.320864192,CORDOBA,23,SAHAGUN,23660
Derecha,Ivan_Duque,1752,5048,34.70681458,CORDOBA,23,SAN ANDRES SOTAVENTO,23670
Derecha,Marta_L_Ramirez,177,5048,3.506339144,CORDOBA,23,SAN ANDRES SOTAVENTO,23670
Derecha,Alejandro_Ordonez,54,5048,1.069730586,CORDOBA,23,SAN ANDRES SOTAVENTO,23670
Izquierda,Gustavo_Petro,2908,5048,57.60697306,CORDOBA,23,SAN ANDRES SOTAVENTO,23670
Izquierda,Carlos_Caicedo,157,5048,3.110142631,CORDOBA,23,SAN ANDRES SOTAVENTO,23670
Derecha,Ivan_Duque,2305,6217,37.07576001,CORDOBA,23,SAN ANTERO,23672
Derecha,Marta_L_Ramirez,349,6217,5.613640019,CORDOBA,23,SAN ANTERO,23672
Derecha,Alejandro_Ordonez,67,6217,1.077690204,CORDOBA,23,SAN ANTERO,23672
Izquierda,Gustavo_Petro,3160,6217,50.82837381,CORDOBA,23,SAN ANTERO,23672
Izquierda,Carlos_Caicedo,336,6217,5.40453595,CORDOBA,23,SAN ANTERO,23672
Derecha,Ivan_Duque,1104,7186,15.36320623,CORDOBA,23,SAN BERNARDO DEL VIENTO,23675
Derecha,Marta_L_Ramirez,427,7186,5.942109658,CORDOBA,23,SAN BERNARDO DEL VIENTO,23675
Derecha,Alejandro_Ordonez,64,7186,0.890620651,CORDOBA,23,SAN BERNARDO DEL VIENTO,23675
Izquierda,Gustavo_Petro,5086,7186,70.77650988,CORDOBA,23,SAN BERNARDO DEL VIENTO,23675
Izquierda,Carlos_Caicedo,505,7186,7.027553576,CORDOBA,23,SAN BERNARDO DEL VIENTO,23675
Derecha,Ivan_Duque,1779,3873,45.93338497,CORDOBA,23,SAN CARLOS,23678
Derecha,Marta_L_Ramirez,174,3873,4.492641363,CORDOBA,23,SAN CARLOS,23678
Derecha,Alejandro_Ordonez,87,3873,2.246320682,CORDOBA,23,SAN CARLOS,23678
Izquierda,Gustavo_Petro,1657,3873,42.78337206,CORDOBA,23,SAN CARLOS,23678
Izquierda,Carlos_Caicedo,176,3873,4.544280919,CORDOBA,23,SAN CARLOS,23678
Derecha,Ivan_Duque,238,1218,19.54022989,CORDOBA,23,SAN JOSE DE URE,23682
Derecha,Marta_L_Ramirez,81,1218,6.650246305,CORDOBA,23,SAN JOSE DE URE,23682
Derecha,Alejandro_Ordonez,25,1218,2.052545156,CORDOBA,23,SAN JOSE DE URE,23682
Izquierda,Gustavo_Petro,826,1218,67.81609195,CORDOBA,23,SAN JOSE DE URE,23682
Izquierda,Carlos_Caicedo,48,1218,3.9408867,CORDOBA,23,SAN JOSE DE URE,23682
Derecha,Ivan_Duque,4773,11660,40.9348199,CORDOBA,23,SAN PELAYO,23686
Derecha,Marta_L_Ramirez,626,11660,5.368782161,CORDOBA,23,SAN PELAYO,23686
Derecha,Alejandro_Ordonez,146,11660,1.252144082,CORDOBA,23,SAN PELAYO,23686
Izquierda,Gustavo_Petro,5858,11660,50.24013722,CORDOBA,23,SAN PELAYO,23686
Izquierda,Carlos_Caicedo,257,11660,2.204116638,CORDOBA,23,SAN PELAYO,23686
Derecha,Ivan_Duque,4764,11696,40.73187415,CORDOBA,23,TIERRALTA,23807
Derecha,Marta_L_Ramirez,725,11696,6.19870041,CORDOBA,23,TIERRALTA,23807
Derecha,Alejandro_Ordonez,128,11696,1.094391245,CORDOBA,23,TIERRALTA,23807
Izquierda,Gustavo_Petro,5496,11696,46.99042408,CORDOBA,23,TIERRALTA,23807
Izquierda,Carlos_Caicedo,583,11696,4.984610123,CORDOBA,23,TIERRALTA,23807
Derecha,Ivan_Duque,1198,3246,36.90696242,CORDOBA,23,TUCHIN,23815
Derecha,Marta_L_Ramirez,91,3246,2.8034504,CORDOBA,23,TUCHIN,23815
Derecha,Alejandro_Ordonez,34,3246,1.047443007,CORDOBA,23,TUCHIN,23815
Izquierda,Gustavo_Petro,1867,3246,57.51694393,CORDOBA,23,TUCHIN,23815
Izquierda,Carlos_Caicedo,56,3246,1.725200246,CORDOBA,23,TUCHIN,23815
Derecha,Ivan_Duque,1700,3631,46.81905811,CORDOBA,23,VALENCIA,23855
Derecha,Marta_L_Ramirez,272,3631,7.491049298,CORDOBA,23,VALENCIA,23855
Derecha,Alejandro_Ordonez,50,3631,1.377031121,CORDOBA,23,VALENCIA,23855
Izquierda,Gustavo_Petro,1518,3631,41.80666483,CORDOBA,23,VALENCIA,23855
Izquierda,Carlos_Caicedo,91,3631,2.50619664,CORDOBA,23,VALENCIA,23855
Derecha,Ivan_Duque,883,1975,44.70886076,CUNDINAMARCA,25,AGUA DE DIOS,25001
Derecha,Marta_L_Ramirez,312,1975,15.79746835,CUNDINAMARCA,25,AGUA DE DIOS,25001
Derecha,Alejandro_Ordonez,94,1975,4.759493671,CUNDINAMARCA,25,AGUA DE DIOS,25001
Izquierda,Gustavo_Petro,467,1975,23.64556962,CUNDINAMARCA,25,AGUA DE DIOS,25001
Izquierda,Carlos_Caicedo,219,1975,11.08860759,CUNDINAMARCA,25,AGUA DE DIOS,25001
Derecha,Ivan_Duque,782,1206,64.84245439,CUNDINAMARCA,25,ALBAN,25019
Derecha,Marta_L_Ramirez,231,1206,19.15422886,CUNDINAMARCA,25,ALBAN,25019
Derecha,Alejandro_Ordonez,43,1206,3.565505804,CUNDINAMARCA,25,ALBAN,25019
Izquierda,Gustavo_Petro,101,1206,8.374792703,CUNDINAMARCA,25,ALBAN,25019
Izquierda,Carlos_Caicedo,49,1206,4.063018242,CUNDINAMARCA,25,ALBAN,25019
Derecha,Ivan_Duque,1941,3087,62.8765792,CUNDINAMARCA,25,ANAPOIMA,25035
Derecha,Marta_L_Ramirez,601,3087,19.46873988,CUNDINAMARCA,25,ANAPOIMA,25035
Derecha,Alejandro_Ordonez,98,3087,3.174603175,CUNDINAMARCA,25,ANAPOIMA,25035
Izquierda,Gustavo_Petro,351,3087,11.37026239,CUNDINAMARCA,25,ANAPOIMA,25035
Izquierda,Carlos_Caicedo,96,3087,3.109815355,CUNDINAMARCA,25,ANAPOIMA,25035
Derecha,Ivan_Duque,1476,2726,54.14526779,CUNDINAMARCA,25,ANOLAIMA,25040
Derecha,Marta_L_Ramirez,536,2726,19.66250917,CUNDINAMARCA,25,ANOLAIMA,25040
Derecha,Alejandro_Ordonez,174,2726,6.382978723,CUNDINAMARCA,25,ANOLAIMA,25040
Izquierda,Gustavo_Petro,395,2726,14.49009538,CUNDINAMARCA,25,ANOLAIMA,25040
Izquierda,Carlos_Caicedo,145,2726,5.319148936,CUNDINAMARCA,25,ANOLAIMA,25040
Derecha,Ivan_Duque,1304,2690,48.47583643,CUNDINAMARCA,25,ARBELAEZ,25053
Derecha,Marta_L_Ramirez,890,2690,33.08550186,CUNDINAMARCA,25,ARBELAEZ,25053
Derecha,Alejandro_Ordonez,110,2690,4.089219331,CUNDINAMARCA,25,ARBELAEZ,25053
Izquierda,Gustavo_Petro,302,2690,11.2267658,CUNDINAMARCA,25,ARBELAEZ,25053
Izquierda,Carlos_Caicedo,84,2690,3.12267658,CUNDINAMARCA,25,ARBELAEZ,25053
Derecha,Ivan_Duque,275,374,73.52941176,CUNDINAMARCA,25,BELTRAN,25086
Derecha,Marta_L_Ramirez,41,374,10.96256684,CUNDINAMARCA,25,BELTRAN,25086
Derecha,Alejandro_Ordonez,8,374,2.139037433,CUNDINAMARCA,25,BELTRAN,25086
Izquierda,Gustavo_Petro,48,374,12.8342246,CUNDINAMARCA,25,BELTRAN,25086
Izquierda,Carlos_Caicedo,2,374,0.534759358,CUNDINAMARCA,25,BELTRAN,25086
Derecha,Ivan_Duque,314,534,58.80149813,CUNDINAMARCA,25,BITUIMA,25095
Derecha,Marta_L_Ramirez,119,534,22.28464419,CUNDINAMARCA,25,BITUIMA,25095
Derecha,Alejandro_Ordonez,10,534,1.872659176,CUNDINAMARCA,25,BITUIMA,25095
Izquierda,Gustavo_Petro,67,534,12.54681648,CUNDINAMARCA,25,BITUIMA,25095
Izquierda,Carlos_Caicedo,24,534,4.494382022,CUNDINAMARCA,25,BITUIMA,25095
Derecha,Ivan_Duque,565,1298,43.52850539,CUNDINAMARCA,25,BOJACA,25099
Derecha,Marta_L_Ramirez,250,1298,19.26040062,CUNDINAMARCA,25,BOJACA,25099
Derecha,Alejandro_Ordonez,84,1298,6.471494607,CUNDINAMARCA,25,BOJACA,25099
Izquierda,Gustavo_Petro,315,1298,24.26810478,CUNDINAMARCA,25,BOJACA,25099
Izquierda,Carlos_Caicedo,84,1298,6.471494607,CUNDINAMARCA,25,BOJACA,25099
Derecha,Ivan_Duque,149,679,21.94403535,CUNDINAMARCA,25,CABRERA,25120
Derecha,Marta_L_Ramirez,45,679,6.627393225,CUNDINAMARCA,25,CABRERA,25120
Derecha,Alejandro_Ordonez,15,679,2.209131075,CUNDINAMARCA,25,CABRERA,25120
Izquierda,Gustavo_Petro,457,679,67.30486009,CUNDINAMARCA,25,CABRERA,25120
Izquierda,Carlos_Caicedo,13,679,1.914580265,CUNDINAMARCA,25,CABRERA,25120
Derecha,Ivan_Duque,1028,1862,55.2094522,CUNDINAMARCA,25,CACHIPAY,25123
